Text,Tag,Markers
They called this phenomenon 'enclothed cognition'.,yes,label_sentences__4_26_21_1000_
NDP can easily be tied back to Inclusive Wealth - the change in Inclusive Wealth is equivalent to NDP less aggregate consumption.,yes,label_sentences__4_26_21_1000_
"And if a franchisor is performing well, they can actually distribute cash back to shareholders even as they grow, instead of needing cash to fund expansion.",no,label_sentences__4_26_21_1000_
Think about the similarities between cloud kitchens and Domino's:,no,label_sentences__4_26_21_1000_
You are a trainer in your home region.,no,label_sentences__4_26_21_1000_
"It's not as tied to a particular store as it is to the Domino's brand and online portal (which is controlled by Domino's corporate employees).Finally, their stores are optimized for delivery instead of dining in.",no,label_sentences__4_26_21_1000_
"Besides, it shows that we should not rest ourselves on past achievements as we:Wernher von Braun (1912-1977) might be the most controversial person on this list.",no,label_sentences__4_26_21_1000_
That is well above the minimum level of 4.5 per cent.,no,label_sentences__4_26_21_1000_
", now the app knows that C is connected to B and A, even though C has never used the app at all.",no,label_sentences__4_26_21_1000_
My brother-in-law had several bottles of different kinds of sake for me to try.,yes,label_sentences__4_26_21_1000_
"After asking for advice from full-time van-lifers, I learned of the best-kept secrets about van life: Most van-lifers sleep in parking lots.",yes,label_sentences__4_26_21_1000_
"But repeated every day, for months at a time, and even small differences in friction can grind your plans to a halt.",no,label_sentences__4_26_21_1000_
- I quickly learned I am not one of those people who would choose this life voluntarily.,no,label_sentences__4_26_21_1000_
"In May, over 150 global corporations worth over US$2.5 trillion signed a statement urging governments to align their recovery packages with the latest climate science.",no,label_sentences__4_26_21_1000_
"It was either that, or spend my first night solo travelling in a train station.",yes,label_sentences__4_26_21_1000_
"For more great stories, visit Insider's homepage.",yes,label_sentences__4_26_21_1000_
"In view of this, I identified some major factors that simultaneously affect the improvement of money and the internet respectively.",yes,label_sentences__4_26_21_1000_
"The writer is president and chief executive of the Bank Policy Institute, a Washington, DC-based advocacy groupOriginally published at https://www.ft.com on May 25, 2020.",yes,label_sentences__4_26_21_1000_
"But she is trying, desperately, in a way that no one else can see.",yes,label_sentences__4_26_21_1000_
She wrote this poem for Linda's 18th birthday.,yes,label_sentences__4_26_21_1000_
"However, sadly, it is not completely detached from reality.",yes,label_sentences__4_26_21_1000_
"I know better,' the mantra that's followed me from my childhood. '",yes,label_sentences__4_26_21_1000_
"Now I'm only able to use it for around half and hour per day, which was about how much time I thought was appropriate.",no,label_sentences__4_26_21_1000_
"Since any moment in the day could potentially be a time to check (as long as I hadn't used up my five minutes), then checking was always salient.",yes,label_sentences__4_26_21_1000_
This was a situation I can feel righteous indignation about: I did not ask for drugs.,yes,label_sentences__4_26_21_1000_
The banks have further capacity to lend.,no,label_sentences__4_26_21_1000_
'Bobby didn't like that answer and began to scour the apartment for clues.,yes,label_sentences__4_26_21_1000_
"While perhaps politically expedient, such an approach is bad policy and a repudiation of the good work that both banks and their regulators have done since the last financial crisis.",yes,label_sentences__4_26_21_1000_
"Clubhouse also thought I might want to invite the psychiatrist who used to prescribe my ADHD medication, who I now know has 62 friends on Clubhouse.",yes,label_sentences__4_26_21_1000_
I hope to see better from Game Freak in the future.,no,label_sentences__4_26_21_1000_
"This is a much better fate than a lot of restaurants, some of which have had to shut down completely.",yes,label_sentences__4_26_21_1000_
I had four drinks over five or six hours.,yes,label_sentences__4_26_21_1000_
Clubhouse may or may not be the worst offender in terms of how it handles contacts that users upload.,yes,label_sentences__4_26_21_1000_
"It's conceivable that the company has thoughtful data-handling practices that mitigate the risks, although its nonresponse to my inquiry isn't the most encouraging sign.",yes,label_sentences__4_26_21_1000_
"And this is where YouTube provides an incredibly powerful platform for making accessible what we know, even for content creators who have little time and limited ability.",yes,label_sentences__4_26_21_1000_
"Obviously, social media shows only a small portion of one's life, but the realities of van life were so far from what I had expected.",yes,label_sentences__4_26_21_1000_
It felt even stranger that a whole group of people chooses to do this every night to make their van-life dreams a reality.,yes,label_sentences__4_26_21_1000_
Post-crisis regulations require larger banks to operate with huge capital buffers above their regulatory requirements.,yes,label_sentences__4_26_21_1000_
"Born in 1564, almost no other ancient person received so many superlatives for his work.",yes,label_sentences__4_26_21_1000_
He's on a summer break after completing his first year of university.,yes,label_sentences__4_26_21_1000_
"And yet, I still feel a shallow amount of shame, like standing ankle-deep in dark water.",yes,label_sentences__4_26_21_1000_
I am 'engaged' with the content.,no,label_sentences__4_26_21_1000_
He got it for his discovery of energy quanta in 1918.His main contributions towards theoretical physics are enormous but fall short compared to his role as the originator of quantum theory.,yes,label_sentences__4_26_21_1000_
I am not proud to say how many days I wore sweatpants (or 'trackies' for my fellow Aussies out there).,yes,label_sentences__4_26_21_1000_
And why should we worry about who fills the public knowledge-vacuum left by the absence of experts willing to share their expertise online?Of,no,label_sentences__4_26_21_1000_
",' he said aloud to himself.",no,label_sentences__4_26_21_1000_
And they even ran an ad campaign owning up to their previously bland product and describing how they had improved it.,no,label_sentences__4_26_21_1000_
My mother and I now have matching tattoos.,yes,label_sentences__4_26_21_1000_
"Together, we endured a cold evening in the parking lot of the restaurant chain.",yes,label_sentences__4_26_21_1000_
Sven Lake's GDP grows by just over 30%.,no,label_sentences__4_26_21_1000_
"If there's stuff we know as academics, and there are people who might benefit from this but who don't otherwise have access to what we know,",no,label_sentences__4_26_21_1000_
"Provided, there is a completely decentralized internet and a general currency that is built around this technology, the access to money is completely fluid.",yes,label_sentences__4_26_21_1000_
"This is not about a certain currency that everyone should be able to touch, control, and secure, no, that's not the point; the point is if money is a general commodity then everyone should have equal access to all its value, control how these values are fairly distributed and everyone must be able to trust the system because we all know it is secure.",yes,label_sentences__4_26_21_1000_
It's hard to see the pain of others when you're so busy wallowing in your own.,yes,label_sentences__4_26_21_1000_
This is why we make them wear cones.,no,label_sentences__4_26_21_1000_
"In 2014, the study was updated for data up to 2011 and the estimate was revised upwards to US$125 trillion value per annum, which exceeds global GDP of c. US$85 trillion in 2018.Some criticise the approach of valuing ecosystems as being anthropocentric.",no,label_sentences__4_26_21_1000_
This is partially due to two things.,no,label_sentences__4_26_21_1000_
"if it ain't broke, let's break it",no,label_sentences__4_26_21_1000_
"Fortunately, this also means that a decent amount of thought and research has been put into this issue.",no,label_sentences__4_26_21_1000_
"Of course, mothers who feel some sadness at watching their children change - or hurt - themselves are not automatically bad mothers.",yes,label_sentences__4_26_21_1000_
I'm not the first person to find this awkward.,yes,label_sentences__4_26_21_1000_
Many people complain that they don't see Instagram posts by their friends and families any longer because the paid adverts are more prioritized by the Instagram algorithm.,yes,label_sentences__4_26_21_1000_
"Bobby looked in the kitchen cabinets, the dishwasher, the refrigerator and the oven.",yes,label_sentences__4_26_21_1000_
"encourages us to acknowledge the loving deepness of friendship between women, which will always be stronger than marriages women find themselves falling into. '",no,label_sentences__4_26_21_1000_
"Sometimes the two worked together, and sometimes they didn't.",yes,label_sentences__4_26_21_1000_
What went wrong?My plan wasn't unsophisticated.,no,label_sentences__4_26_21_1000_
"As I ate my pancakes, eggs, and bacon, I realized that the proximity to delicious food was one of the only positives to sleeping in a Cracker Barrel parking lot.",yes,label_sentences__4_26_21_1000_
"In the beginning, it was perfect.",no,label_sentences__4_26_21_1000_
"Why, do you think, there was no note?She told him.",no,label_sentences__4_26_21_1000_
I just won't take what is offered.',no,label_sentences__4_26_21_1000_
"By eliciting very strong emotional reactions, these videos can trap users in a vicious cycle.",no,label_sentences__4_26_21_1000_
It felt like a strange thought.,no,label_sentences__4_26_21_1000_
"My own dragon was a woman, a self-proclaimed feminist even, and no matter how many times I cut off her head, there were always more.",yes,label_sentences__4_26_21_1000_
Is that the best you've got?',no,label_sentences__4_26_21_1000_
"When Camille drank her mother's milk, even knowing it was poisoned, she was thinking, 'Come on.",yes,label_sentences__4_26_21_1000_
"Sourced by fermenting the sugars that can be found in biomass, it can be made from a wide variety of crops, such as corn (most popular in the United State), sugar cane (most popular in Brazil), or even wheat (most popular in Europe), making it easy to find a crop that suits the local climate.",yes,label_sentences__4_26_21_1000_
The connectome is a comprehensive map of the neural connections within the brain of an organism.,yes,label_sentences__4_26_21_1000_
"Similarly, GDP does not allow for the adverse impacts of pollution and climate change.",yes,label_sentences__4_26_21_1000_
"Traditional GDP has plummeted, so it is natural and appropriate to take this opportunity to pause and reconsider.",no,label_sentences__4_26_21_1000_
"Note, when we mean access to money",no,label_sentences__4_26_21_1000_
"Whatever happened afterward, well, those are just the consequences of her actions.",yes,label_sentences__4_26_21_1000_
Newton was intensely jealous and could not have enough attention to all his achievements.,yes,label_sentences__4_26_21_1000_
"Although YouTube is a prime example of how users can be pushed to the far-right of the political spectrum, it is not the only player in the game.",yes,label_sentences__4_26_21_1000_
"I wonder if that brings my mother any comfort, if it helps her 'try empathy' when she looks at the scars her mother gave her.",yes,label_sentences__4_26_21_1000_
I would like to see women feel their pain but also recognize the causes and try to move forward and find happiness and self-fulfillment.,yes,label_sentences__4_26_21_1000_
"A clickbait content is like candy to our brains, and we are not trained to resist.",yes,label_sentences__4_26_21_1000_
And this quote has its brilliance as it explains the growth in everyone's life.,no,label_sentences__4_26_21_1000_
"Sometimes, it is worth looking deeper into subjects as Einstein was not the only genius on the planet.",yes,label_sentences__4_26_21_1000_
"Meanwhile, in the United States, biodiesel production represents only a small fraction of bioethanol production.",yes,label_sentences__4_26_21_1000_
"But that night was cold, and I shivered as I ate my chicken nuggets.",yes,label_sentences__4_26_21_1000_
"On realizing it was not real, I began to wonder about that gentle dream mother who looked like mine.",yes,label_sentences__4_26_21_1000_
"And with interest rates at all-time lows, their interest expense didn't cripple their operations in the slightest.",no,label_sentences__4_26_21_1000_
"These tropes are fine and well, as even some of the most popular JRPGs to date still utilize them, but Pokémon follows a tried and true path with every release.",yes,label_sentences__4_26_21_1000_
"She explained that we had gone to our captain's hotel room to watch something, and she wanted to leave",no,label_sentences__4_26_21_1000_
A green recovery makes a lot of sense - it would ensure stimulus funds are used to tackle the current crisis as well as the longer-term climate and biodiversity crises.,yes,label_sentences__4_26_21_1000_
Bobby called his sister Josie and asked her.,no,label_sentences__4_26_21_1000_
"While US banks in 2019 accomplished approximately 73 per cent of capital distributions through share repurchases and only 27 per cent through dividends, European banks distributed 4 per cent through buybacks and 96 per cent through dividends.",yes,label_sentences__4_26_21_1000_
"Governments are more likely to default to the quickest and easiest way to restore GDP, which could involve relaxing environmental standards and further entrenching fossils fuels in the economy, as has happened after previous economic shocks.",yes,label_sentences__4_26_21_1000_
"The paint, that is, the door in need of a new coat years ago.",no,label_sentences__4_26_21_1000_
"This foundational story structure is and has been vital to the Pokémon series since its inception with Pokémon Red and Blue, but the series' spices the story up with every release.",yes,label_sentences__4_26_21_1000_
What they found was that:You wouldn't find an Olympic swimmer about to compete wearing a business suit.,no,label_sentences__4_26_21_1000_
"Pokémon Sun and Moon also boasted an introduction of a new type of Pokémon, dubbed Ultrabeasts, which shook up the foundation of what a 'Pokémon' even was.",yes,label_sentences__4_26_21_1000_
"When we look good, we tend to feel better.",yes,label_sentences__4_26_21_1000_
"Plants and pots knocked down, glasses shattered on the floor.",yes,label_sentences__4_26_21_1000_
"Many van-lifers have told me that the best part of the lifestyle is how you can do most things outside, and I loved the idea of eating my dinner just outside my temporary home.",yes,label_sentences__4_26_21_1000_
"I was, I must confess, initially bemused by the whole experience.",no,label_sentences__4_26_21_1000_
How high up on the ladder of familial abuse must I climb before I can finally see what brings a mother to hate her daughter?I have so much love and faith in women and in our ability to heal and help and grow.,yes,label_sentences__4_26_21_1000_
"When rationality goes out the window and all we have are visceral, emotional responses, cooperation is impossible.",yes,label_sentences__4_26_21_1000_
"From Tess Morgan, the pseudonym under which a mother wrote a whopping melodrama to The Guardian when her child had the indecency to get a tattoo: 'I will never look at you in the same way again.",yes,label_sentences__4_26_21_1000_
"I have only ever known her as a conservative Irish Catholic woman, but by all accounts, she was a real wild card in her youth.",no,label_sentences__4_26_21_1000_
"With effort, you can use them for a while.",no,label_sentences__4_26_21_1000_
"Inclusive Wealth is defined as the total value of a nation's stock of: natural capital; produced capital (e.g. infrastructure, buildings, equipment); and human capital (e.g. knowledge, education, skills).",no,label_sentences__4_26_21_1000_
"Mine is on my shoulder blade, the same skin she once bruised.",no,label_sentences__4_26_21_1000_
"Back to life, back to realityAdmittedly, Sven Lake is an extreme and overly simplified example.",no,label_sentences__4_26_21_1000_
"While food delivery apps like Grubhub, DoorDash, and Uber Eats have been a lifeline to the restaurant industry as shelter-in-place orders have kept people indoors, the fact is that they remain expensive options for consumers and restaurants, while also being largely unprofitable for the delivery businesses themselves.",yes,label_sentences__4_26_21_1000_
"And, what's more, Camille does not recognize the multitude of ways other people, primarily men, have hurt her because the hurts they dealt have never been as devastating as the pain from her mother. '",yes,label_sentences__4_26_21_1000_
"Additionally, many Starbucks customers decide to purchase a coffee because they walk past a store.",yes,label_sentences__4_26_21_1000_
"How can you make focus last?Part of the problem is simply that the initial commitment to focus needs to be long enough, to have a chance to sustain long-term habits.",yes,label_sentences__4_26_21_1000_
"The same applies to money, not only did the currencies evolved, but the processes involved in producing them also evolved to keep up; presently paper notes are being minted.",yes,label_sentences__4_26_21_1000_
The internet was created to be a decentralized system that gave everyone equal access and control.,yes,label_sentences__4_26_21_1000_
The internet is the platform by which almost every advancement in technology is built on.,yes,label_sentences__4_26_21_1000_
"But suppose I did want to keep up about twenty minutes a day for work purposes, what system could have worked better?If I had decided, instead of random five-minute intervals, to enable Twitter only at very specific times a day (say right after work or during lunch), then my impulse to check the service would be more likely restricted to those contexts.",yes,label_sentences__4_26_21_1000_
"Presently it seems to be the only system that can at least guarantee these three factors, and maybe Blockchain is not the solution, but regardless we must not settle for less, we deserve transparency, we deserve security, we deserve autonomy, after all, its everyone's money.",yes,label_sentences__4_26_21_1000_
"While not all diesel engines can run at high blend levels, with a lot staying under 5%, it is quite common to find vehicles running B20, or a 20% blend.",yes,label_sentences__4_26_21_1000_
It was my father who filled my arms with books by Robert Frost and Walt Whitman the moment I could read.,yes,label_sentences__4_26_21_1000_
"And this was only an average, harder habits required almost a year before they felt effortless.",no,label_sentences__4_26_21_1000_
"Almost simultaneously, we also learned that none of the outlets were working, so we couldn't charge our phones.",yes,label_sentences__4_26_21_1000_
"On my last day in Okinawa, my sister packed me a bento box to take on the plane.",yes,label_sentences__4_26_21_1000_
"Read more: 10 safe places to travel with your RV this springUnfortunately, the broken heater was a bigger issue than I had expected, and just bundling up did nothing to protect me from the cold weather.",no,label_sentences__4_26_21_1000_
I did go to the bar with people I didn't know.,yes,label_sentences__4_26_21_1000_
My favorite does not only cover his territory of physics but the understanding of the world itself:,no,label_sentences__4_26_21_1000_
"We see this in women at salons, crying as their daughters cut or dye their hair.",yes,label_sentences__4_26_21_1000_
"'Last year, I spent 10 days visiting my sister in Okinawa.",yes,label_sentences__4_26_21_1000_
You can find Elvy on twitter or read her blog on elvysblog.com.,yes,label_sentences__4_26_21_1000_
"Then I added some Tamari sauce, toasted a piece of Rye bread, and put it all on a plate.",yes,label_sentences__4_26_21_1000_
"As much as every currency is being influenced by the market forces of demand and supply, there still exists systemic barriers that favor some people than others; a selected few continue to benefit from systemic financial or market barriers, especially the upper class.",yes,label_sentences__4_26_21_1000_
They use your money to give out loans to other people with a significant interest rate.,yes,label_sentences__4_26_21_1000_
"I was uncomfortable with my own lust, so I turned it into a competition.",yes,label_sentences__4_26_21_1000_
No one offered me a choice.,yes,label_sentences__4_26_21_1000_
This not only helped them with ordering and logistics (stores and drivers utilize software as well) but also helped them build a strong digital brand in which they interact directly with consumers.,yes,label_sentences__4_26_21_1000_
I just won't reach for it.',no,label_sentences__4_26_21_1000_
And sometimes what you want is a destructive monster.,yes,label_sentences__4_26_21_1000_
"Beyond the underlying process though, the channel has been effective because we've focused less on overall numbers of views and subscribers, and more on whether a video is filling a need, even when there are relatively few people searching for that specific content.",yes,label_sentences__4_26_21_1000_
Sven works hard in 2021 and increases his catch to 4.5% of the population of trout.,no,label_sentences__4_26_21_1000_
The virus wasn't the only thing that charted exponentially.,yes,label_sentences__4_26_21_1000_
Should we move the van to a spot that's more hidden?Another thought kept bothering me,no,label_sentences__4_26_21_1000_
"Before I tackle each highlighted factor in the previous paragraph, it is pertinent that I first lay a necessary groundwork for any of the proposed solutions to work; centralization remains the major driver of the present money and internet problems; the continual existence of powerful financial and technology gatekeepers will make any proposed efforts to satisfactorily improve the distribution of money, futile.",no,label_sentences__4_26_21_1000_
Sexton sexually abused her daughter Linda for many years.,yes,label_sentences__4_26_21_1000_
"Instead, the problem is that most new systems we dream up and implement for our lives are actually broken.",yes,label_sentences__4_26_21_1000_
"My abuser was a woman, and so I could not trust women.",yes,label_sentences__4_26_21_1000_
"On our journey down to Philadelphia, we hit traffic, so the two-hour trip turned into a three-hour road trip.",yes,label_sentences__4_26_21_1000_
"So while both Starbucks and Domino's needed tasty food and beverages to grow, Domino's structured its business to be much more suited for the franchise model.",yes,label_sentences__4_26_21_1000_
"Another thing is this, your bank might not be able to return your saved money if, for example, many other depositors get in line before you.",yes,label_sentences__4_26_21_1000_
"For the parent company, it becomes a cost-free royalty, a perpetual stream of cash.",no,label_sentences__4_26_21_1000_
"At first, people bartered - exchanging one valuable item for another corresponding one of similar value, people exchanged silk, salt, metals, etc.",yes,label_sentences__4_26_21_1000_
She kept laughing as I was getting it done because I couldn't stop dancing to the music playing over the speakers.,yes,label_sentences__4_26_21_1000_
"The consumer value proposition is reliant on in-person experience: sitting in a comfortable lobby while enjoying the music, chatter, and aura of the environment.",yes,label_sentences__4_26_21_1000_
"They conquer the world with fresh minds, virgin eyes, and don't fear anything.",yes,label_sentences__4_26_21_1000_
"To me, all these towering, powerful women wore the face of my mother, who was a towering, powerful force of her own.",yes,label_sentences__4_26_21_1000_
"Though I had no idea what I was doing or even what I was looking at, I realized that if I had to live in this van full time, I would have to learn and understand all these systems inside and out, leaving me better prepared for a night in a parking lot.",no,label_sentences__4_26_21_1000_
"And while Domino's same-store sales only rose 1.6% in the first quarter, in the four-week period that followed (March 23 - April 19), same-store sales rose 7.1%, with reports that digital orders accounted for 80% of sales in one of those weeks.",no,label_sentences__4_26_21_1000_
"However, it also discovered that by smashing tables and cabinets, it can knock things down.",yes,label_sentences__4_26_21_1000_
"Known as the 'father of modern physics', he explored or combined fields that shattered the belief systems at that time.",yes,label_sentences__4_26_21_1000_
"With some hope for the future of travel slowly creeping in, I can't help but reflect on my previous experiences and how these will help me in my future planning.",yes,label_sentences__4_26_21_1000_
"Although there are possible challenges related to mapping the human connectome, there are many opportunities that create optimism for this possibility.",yes,label_sentences__4_26_21_1000_
"Of course, if the recession were to deepen, banks would need to build their reserves further.",yes,label_sentences__4_26_21_1000_
There were so many things I wanted to do but just didn't.,no,label_sentences__4_26_21_1000_
"We often think of the practicalities, which of course matter just as much, (especially when we're talking about travelling as a disabled person), however, I found the psychological aspects just as important as the physical planning.",yes,label_sentences__4_26_21_1000_
I knew my honest response would trigger rage.,yes,label_sentences__4_26_21_1000_
She got her second Nobel Prize for the discovery of polonium and radium.,yes,label_sentences__4_26_21_1000_
"All night long, I kept waking myself up because it was so cold.",yes,label_sentences__4_26_21_1000_
No great enumeration of physicists can call itself great if I don't mention Isaac Newton (1642-1726).And,no,label_sentences__4_26_21_1000_
"The training algorithm was simple: picking up dust and dirt was rewarded with a point, and the little robot was told to get as many points as possible.",yes,label_sentences__4_26_21_1000_
"For example, say you have an ex or even a harasser",no,label_sentences__4_26_21_1000_
"Kuznets, however, warned that the measure is an oversimplification with significant limitations and should not be used as a measure of economic well-being.",yes,label_sentences__4_26_21_1000_
"Currently, we lack the tools necessary to investigate such theories.",no,label_sentences__4_26_21_1000_
"YouTube offers for connecting expertise with people who are actively looking for new knowledge and skills, but on their own terms rather than through conventional educational routes.",yes,label_sentences__4_26_21_1000_
"Because I could not think about them rightly, I made these thoughts mean.",yes,label_sentences__4_26_21_1000_
"Either the maker simply submerges the snake and lets it drown, in which case its body will not be coiled and posed, or they can freeze the snake.",yes,label_sentences__4_26_21_1000_
: I'm about to fall asleep in a parking lot.,no,label_sentences__4_26_21_1000_
"In 2030, after a deepening recession, Sven contacts his son.",yes,label_sentences__4_26_21_1000_
"The best one might be the following:Before Kant's 'Sapere Aude,' - Galilei used this quote to say the same.",no,label_sentences__4_26_21_1000_
"Progress comes from discussion and disagreement, which is impossible if you are only presented with matching views.",yes,label_sentences__4_26_21_1000_
I was already in the clothes for it.,no,label_sentences__4_26_21_1000_
"Since the reception wasn't great, the show did freeze a few times.",yes,label_sentences__4_26_21_1000_
"The International Monetary Fund's (IMF's) April outlook report projects a 3% contraction in GDP over 2020, with advanced economies to be hit harder.",no,label_sentences__4_26_21_1000_
That is just a fancy way of saying certain clothes bring out certain cognitive performance.,no,label_sentences__4_26_21_1000_
"She said, 'Can you now understand why as your mother I have trouble trusting your choices that led to this?'",no,label_sentences__4_26_21_1000_
"It empowers them to learn in their own way, and on their own terms.",no,label_sentences__4_26_21_1000_
"You know better' turned into 'I know better,' but it's still said in my mother's voice.",yes,label_sentences__4_26_21_1000_
Pizza Hut has a dine-in focused model and mom and pop pizza shops don't have the technology or delivery infrastructure,yes,label_sentences__4_26_21_1000_
"And one of my favorite quotes by him is used frequently even today:'Stay hungry, stay foolish' is somehow the new interpretation by Steve Jobs that leads in the same direction.",yes,label_sentences__4_26_21_1000_
"His eyes, a bit bloodshot around the rims of their sleepy blue orbs, but what did you expect.",no,label_sentences__4_26_21_1000_
"Once what was on the table were lying on the floor shattered, cleaning it up was awarded with points.",no,label_sentences__4_26_21_1000_
I approached them and asked them to help carry me and my very heavy powered wheelchair onto the train.,yes,label_sentences__4_26_21_1000_
"Other than the fact that these games are developed within Japan, this is apparent by its turn-based combat systems, character-based parties, and a narrative built around growing as powerful as possible.",yes,label_sentences__4_26_21_1000_
"however I wanted - new skills, online courses, reading more books.",no,label_sentences__4_26_21_1000_
"It is widely adopted and easily communicated, partly because it manages to summarise something as complex as the economy into a single number.",no,label_sentences__4_26_21_1000_
"The emphasis is on value; a currency is only as useful as its value, why then should everyone not have equal say to how these values are distributed?",no,label_sentences__4_26_21_1000_
"While Clubhouse did not respond to my request for comment, it seems evident from the app that it is collecting at least some information about non-Clubhouse users, linked to their phone numbers.",yes,label_sentences__4_26_21_1000_
"It's important to prioritise your safety, and this article is meant to inspire and bring hope about the possibility of more travel adventures in the future.",no,label_sentences__4_26_21_1000_
"In order to understand connectomics, we need to have a basic understanding of communication within the brain.",yes,label_sentences__4_26_21_1000_
"I kept this case for some time, even after I'd stopped cutting.",no,label_sentences__4_26_21_1000_
"When you upload those numbers, not only are you telling the app developer that you're connected to those people, but you're also telling it that those people are connected to you - which they might or might not have wanted the app to know.",yes,label_sentences__4_26_21_1000_
Sometimes a thing is in plain sight but we don't even notice it.,yes,label_sentences__4_26_21_1000_
Pokémon's 25th Anniversary Needs to Mark a Pivot for Mainline Games,no,label_sentences__4_26_21_1000_
"Whilst this reduces or completely eliminates the danger of someone stealing your money or even wastefully spending it, it leaves savers vulnerable to inflation.",no,label_sentences__4_26_21_1000_
But the love and the trust that swelled between us was overwhelming.,yes,label_sentences__4_26_21_1000_
The courier requires a minimum wage.,no,label_sentences__4_26_21_1000_
Starbucks doesn't do much delivery either: the low price of a coffee (about $5) means that the delivery costs up to 50% of the total order value.,yes,label_sentences__4_26_21_1000_
"And while Domino's is certainly benefiting from the rise of delivery (especially during Covid-19), one of the main reasons they did so well over the past decade has been the alignment of their business and their business model.",yes,label_sentences__4_26_21_1000_
The greatest incentive for anyone to do anything is money.,yes,label_sentences__4_26_21_1000_
It's true that time makes a big difference in the transition between new ways of life.,yes,label_sentences__4_26_21_1000_
"Consider a dog, scratching relentlessly at his own stitches until he reopens the wound.",yes,label_sentences__4_26_21_1000_
"There are also biofuels for planes and boats, but those are quite rarely used in comparison.",yes,label_sentences__4_26_21_1000_
Something caught his eye on the coffee table.,yes,label_sentences__4_26_21_1000_
Marie Curie (1867-1934) is the first female Nobel Prize winner and the only one who won the Nobel Prize in two scientific fields.,yes,label_sentences__4_26_21_1000_
"In 2019, HM Treasury in the UK commissioned Dasgupta - the critical economics professor mentioned earlier - to perform a review of the economics of biodiversity.",yes,label_sentences__4_26_21_1000_
"From the music to the story (or lack thereof), the latest entry in the mainline series of Pokémon titles left much to be desired.",yes,label_sentences__4_26_21_1000_
"As we pulled out of the parking lot, I realized that my experience was something I'd never seen on social media.",yes,label_sentences__4_26_21_1000_
The GDP of Sven Lake increases by 50% - an economic growth miracle.,no,label_sentences__4_26_21_1000_
"and I use a powered wheelchair to glide around, so",no,label_sentences__4_26_21_1000_
"Pokémon Sword and Shield had a story that wasn't fully embraced until the end of the game, resulting in the game feeling half-baked.",yes,label_sentences__4_26_21_1000_
"Even before the coronavirus, home delivery was a growing trend that the biggest names in startups and food delivery had been trying to crack and turn into a venture-scale business.",yes,label_sentences__4_26_21_1000_
There are at least two additional ways in which Clubhouse appears to take users' contact data further than the norm.,no,label_sentences__4_26_21_1000_
"Especially for Western societies, you cannot ignore his influence on knowledge, problems, and inquiries.",yes,label_sentences__4_26_21_1000_
You are heading out on a journey at a young age to battle gym leaders across the region.,no,label_sentences__4_26_21_1000_
"In the current monetary system, the safest place to put your money is in the bank.",yes,label_sentences__4_26_21_1000_
He inched in a bit closer.,no,label_sentences__4_26_21_1000_
"Hence, the money system that will be able to actualize the benefits to be highlighted in this article, must be one that is decentralized.",yes,label_sentences__4_26_21_1000_
And their enemies will not have the chance to hold up the lies.,no,label_sentences__4_26_21_1000_
What if we want to ask more questions about brain activity?,yes,label_sentences__4_26_21_1000_
"Bobby took two steps back and stood staring at the door, watching her.",yes,label_sentences__4_26_21_1000_
"The following quotes offer you the chance to reflect on your thoughts, and besides, shatter the belief systems of your audience.",yes,label_sentences__4_26_21_1000_
"this quote is essential as it gives credit to all the predecessors in a specific field:Please keep in mind that Newton's quote achieves a form of humbleness that, in reality, was not his most prominent quality.",no,label_sentences__4_26_21_1000_
How did they do it?Domino's opened lots of restaurants through this time period.,no,label_sentences__4_26_21_1000_
"To understand this, we have to see where YouTube's revenue comes from.",yes,label_sentences__4_26_21_1000_
"And of course, while I'm focusing on academics here, this applies equally to anyone who has knowledge or expertise that others might benefit from.",yes,label_sentences__4_26_21_1000_
"Despite Pokémon's apparent success, the mainline series of games has stagnated for years.",yes,label_sentences__4_26_21_1000_
"A child weaned on poison considers harm a comfort,' she says.",no,label_sentences__4_26_21_1000_
Then there's the matter of who people are finding atop those recommendation lists -,no,label_sentences__4_26_21_1000_
The standard I accepted was now the standard I lived by.,yes,label_sentences__4_26_21_1000_
Social media also plays a huge role by maintaining intellectual bubbles.,yes,label_sentences__4_26_21_1000_
"Once again, this can either have a positive effect, or a very negative one.",no,label_sentences__4_26_21_1000_
"I'm not sure why I mentioned it, and I regretted it immediately.",no,label_sentences__4_26_21_1000_
"When someone throws a ball at me, my first instinct is not to dodge it, but rather run towards the ball and catch it.",yes,label_sentences__4_26_21_1000_
"The brain is a miraculous organ, and that's not a secret to anyone.",yes,label_sentences__4_26_21_1000_
Just looking at it was a comfort of its own.,no,label_sentences__4_26_21_1000_
That was still my schedule...practically unchanged.,no,label_sentences__4_26_21_1000_
"All children make easy targets, even the loud and spiteful ones like me.",yes,label_sentences__4_26_21_1000_
"Re-imagined experiences of Pokémon Red and Blue weren't quite what I had in mind for Pokémon's first debut on the Nintendo Switch, but it worked well enough while fans waited for Sword and Shield.",yes,label_sentences__4_26_21_1000_
"Still, even as I played through Sun and Moon, I couldn't help but notice the tiring turn-based mechanics.",yes,label_sentences__4_26_21_1000_
"Sven works even harder in 2022, increasing his catch to 6% of the trout population.",yes,label_sentences__4_26_21_1000_
The first reason is that there aren't enough electron microscopes in existence to make imaging of the large amounts of tissue in our brains feasible.,yes,label_sentences__4_26_21_1000_
