sent,type
Then they come home in the spring.,present_simple
Migrating is a good way to avoid the cold.,to_be_present
Another good way to avoid the cold is to sleep through it.,to_be_present
Many animals hide during the winter.,present_simple
They live off of their fat.,present_simple
They do this until food returns.,present_simple
Some animals store food in their homes.,present_simple
"They do not sleep all winter, but they do much less.",present_simple
They live on what they saved in the summer and fall.,past_simple
Sometimes nature helps them out.,present_simple
Some animals grow thicker coats in the winter.,present_simple
The arctic fox is brown in the summer.,to_be_present
His coat turns white in the winter.,present_simple
It is nice to see snow on the trees.,to_be_present
But it is dangerous too.,to_be_present
People are also at risk.,to_be_present
You can get frost bitten or worse.,can
Do you wear a thick coat?,present_simple
"Thanksgiving is always on a Thursday, so the day after is a Friday.",to_be_present
This day has come to be known as Black Friday.,present_perfect
Most stores offer great deals on Black Friday.,to_be_present
They open their doors in the wee hours of the morning.,present_simple
They try to attract shoppers with big discounts.,present_simple
Some items like TVs are much cheaper than usual.,to_be_present
Black Friday is a great time to get good deals.,used_to
These items are in high demand.,to_be_present
People stand in long lines to get such great deals.,present_simple
The situation can be tense.,can
Fights have broken out over toys or people cutting in line.,present_perfect
People have shot one another over parking spots.,present_perfect
But most Black Friday events are safe and fun.,to_be_present
It was first used in Philadelphia in the 1950s.,to_be_past
The police called this day Black Friday because of the heavy traffic it drew.,past_simple
"The name ""Black Friday"" continued to spread across the country.",past_simple
Now people all over the country take part in the event known as Black Friday.,present_perfect
It is even spreading to other parts of the world.,present_continuous
"Stores have held Black Friday events in the U.K., Australia, and Brazil since 2012.",present_perfect
"In Costa Rica Black Friday is known as ""Viernes Negro.""",present_simple
"And in Mexico, stores offer an annual weekend of discounts.",present_simple
"They call it ""El Buen Fin,"" which means ""the good weekend"" in Spanish.",present_simple
I guess the language of savings is universal.,to_be_present
Have you ever been to the beach?,present_perfect
Did you see a man with a headset pointing a long pole at the ground?,past_simple
People use these devices to find metal.,present_simple
Metal detectors make magnetic waves.,present_simple
These waves go through the ground.,present_simple
The waves change when they hit metal.,present_simple
They cost a lot of money.,past_simple
They used a lot of power.,used_to
"And worst of all, they didn't work well.",past_simple
People kept trying to make them better.,past_simple
Now they are light and cheap.,present_simple
That is why people bring them to the beach.,present_simple
They can look for rings in the water.,can
They can look for phones in the sand.,can
Metal detectors help them find these things.,present_simple
They usually just find junk though.,present_simple
Metal detectors also protect people.,present_simple
They help to keep guns out of some places.,present_simple
They help guards look for weapons.,present_simple
Guards use special wands to find metal on a person.,present_simple
These devices save lives in other ways too.,to_be_present
"During wars, people plant bombs in the ground.",present_simple
"When the war ends, they don't clean up their messes.",present_simple
Others use metal detectors to find bombs.,present_simple
They remove them and help the people.,present_simple
These devices also make clothes safer.,present_simple
Needles break from time to time.,present_simple
That's because our clothes are scanned for metal.,to_be_present
They make the world a safer place.,present_simple
The chess we play today is from Europe.,to_be_present
Chess is a two-player game.,to_be_present
One player uses the white pieces.,present_simple
The other uses the White Chess Pieces black pieces.,present_simple
Each piece moves in a special way.,present_simple
One piece is called the king.,to_be_present
The players take turns moving their pieces.,present_simple
The game ends when a player loses his or her king.,present_simple
They think that it makes the mind stronger.,present_simple
Good chess players use their brains.,present_simple
These skills are useful in life and in chess.,to_be_present
You don't always have lots of time to think when playing chess.,present_simple
"In blitz chess, each player gets ten minutes to use for the whole game.",present_simple
Your clock runs during your turn.,present_simple
You hit the time clock after your move.,present_simple
It also starts the other player's clock.,present_simple
"If you run out of time, you lose.",present_simple
Games of blitz chess are fast-paced.,to_be_present
Chess is not just for people.,to_be_present
At first they did not play well.,past_simple
As time went on they grew stronger.,past_simple
"In 1997, a computer beat the best player in the world for the first time.",past_simple
It was a computer called Deep Blue.,to_be_past
It took up a whole room.,past_simple
By 2006 a cell phone could beat the best players in the world.,could
Some people like action games.,present_simple
Other people like driving games.,to_be_present
But the most popular game of all time is a puzzle game.,to_be_present
Tetris is a game about making lines.,to_be_present
Blocks fall from the top of the screen.,present_simple
They fall one at a time.,present_simple
The player moves the blocks.,present_simple
Players try to make lines go across the screen with no gaps.,present_simple
This gives players more room.,present_simple
The blocks pile up during the game.,present_simple
The game ends when the blocks get to the top of the screen.,present_simple
A man named Alexey made Tetris in 1984.,past_simple
All the pieces in Tetris have four blocks.,present_perfect
"The word ""tetra"" means four.",present_simple
Alexey named his game after tetra and tennis.,past_simple
He made Tetris while working at a science academy in Moscow.,past_simple
Alexey made his game on a screen that only showed letters.,past_simple
He could not use blocks.,could
"Still, all Alexey's friends loved his game.",past_simple
It was easy to learn and fun to play.,to_be_present
Soon the game spread across the world.,past_simple
It was on every computer.,to_be_past
It came with every one of Nintendo's Game Boy.,past_simple
Tetris was all over the place.,past_simple
Even today Tetris comes with many phones.,present_simple
Dr. Richard Haier has studied Tetris players.,present_perfect
He found that playing Tetris boosts mental activity.,past_simple
I agree with this finding.,present_simple
"They are social creatures, living in pods of up to a dozen individuals.",to_be_present
"In places with a high abundance of food, pods can merge temporarily, forming a superpod; such groupings may exceed 1,000 dolphins.",can
"They communicate using a variety of clicks, whistle-like sounds and other vocalizations.",present_simple
Membership in pods is not rigid; interchange is common.,to_be_present
This altruism does not appear to be limited to their own species.,present_simple
Here are the instructions for next weekend's camping trip in Scotland.,to_be_present
Last week's e-mail gave all this information.,past_simple
"The Grand West is a country house surrounded by rolling hills and beautiful scenery, only a 30-minute drive from the airport.",to_be_present
You can also make use of the gardens of the Grand West for team-building events and outdoor activities.,can
"Our indoor swimming pool, gym and 18-hole golf course will ensure that your event is relaxing and enjoyable for everyone.",future_simple
Patricia Denning stars in a sad movie about ambition and heartbreak.,present_simple
"When Cecilia leaves college in Texas, she has everything: a wonderful boyfriend, Carl, an interesting job and an expensive house in a pretty town.",present_simple
Cecilia goes to Hollywood with him and leaves her boyfriend alone back home.,present_simple
"When the studio fires Perky, Cecilia decides to stay in Hollywood and tries to get other movie roles for her beautiful dog.",present_simple
Cecilia decides to stay in Hollywood and wants to become an actress herself.,present_simple
She sends Perky back to Texas and starts an acting course.,present_simple
Carl has found another girlfriend.,present_perfect
"Cecilia tries to win him back, and also discovers a lot about herself on her long journey.",present_simple
